epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,399.299,1.55676,1.05741,1.29365,0.40289,0.37079,0.32168,0.12767,2.21124,1.66252,1.78279,0.0009035,0.0009035,0.0009035
114,402.773,1.55836,1.0361,1.3011,0.3738,0.40125,0.332,0.12763,2.16551,1.58038,1.77117,0.000900406,0.000900406,0.000900406
115,406.269,1.57164,1.04921,1.30504,0.49294,0.36431,0.36405,0.1421,2.20072,1.62505,1.75682,0.000897313,0.000897313,0.000897313
116,409.705,1.54913,1.02379,1.30065,0.42468,0.31166,0.30558,0.12195,2.19299,1.69679,1.7743,0.000894219,0.000894219,0.000894219
117,413.095,1.54445,1.01598,1.29563,0.45871,0.29395,0.30994,0.12099,2.18616,1.72652,1.7745,0.000891125,0.000891125,0.000891125
118,416.724,1.54547,1.03294,1.27608,0.54981,0.40089,0.38904,0.15948,2.12743,1.52615,1.73374,0.000888031,0.000888031,0.000888031
119,420.213,1.53844,1.00802,1.27755,0.49909,0.38144,0.35262,0.14307,2.14505,1.51916,1.74765,0.000884938,0.000884938,0.000884938
120,423.651,1.51296,0.99546,1.26658,0.45901,0.36952,0.36132,0.14583,2.15065,1.5682,1.76779,0.000881844,0.000881844,0.000881844
121,427.103,1.54373,0.97872,1.26138,0.40129,0.41739,0.34813,0.13175,2.18466,1.57721,1.79473,0.00087875,0.00087875,0.00087875
122,430.637,1.50545,0.97649,1.24446,0.38759,0.41179,0.32,0.12025,2.22915,1.65977,1.83136,0.000875656,0.000875656,0.000875656
123,434.032,1.52273,0.97496,1.25388,0.48731,0.34647,0.3279,0.12788,2.19699,1.59686,1.77101,0.000872563,0.000872563,0.000872563
124,437.566,1.49757,0.98686,1.27578,0.47301,0.27582,0.28754,0.11269,2.18822,1.61763,1.7618,0.000869469,0.000869469,0.000869469
125,440.942,1.48963,0.97463,1.25434,0.45469,0.33794,0.30757,0.12152,2.2614,1.60895,1.82397,0.000866375,0.000866375,0.000866375
126,444.405,1.50366,0.99918,1.28115,0.39641,0.35397,0.31029,0.12504,2.26249,1.66071,1.82854,0.000863281,0.000863281,0.000863281
127,447.734,1.54856,0.98744,1.26355,0.37278,0.36226,0.31328,0.12008,2.19678,1.54823,1.7666,0.000860188,0.000860188,0.000860188
128,451.382,1.47857,0.94118,1.23653,0.43609,0.32278,0.3304,0.12459,2.23165,1.64727,1.81559,0.000857094,0.000857094,0.000857094
129,454.796,1.51176,0.982,1.26714,0.42997,0.30775,0.32317,0.13372,2.16609,1.75014,1.78035,0.000854,0.000854,0.000854
