epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
155,551.061,1.40505,0.88282,1.1941,0.40279,0.34652,0.30989,0.11549,2.23168,1.63518,1.8066,0.000773563,0.000773563,0.000773563
156,554.51,1.4126,0.88721,1.194,0.38762,0.40422,0.31165,0.11702,2.30998,1.58235,1.88136,0.000770469,0.000770469,0.000770469
157,557.79,1.38624,0.87791,1.19529,0.33888,0.30321,0.286,0.11014,2.26464,1.61276,1.85251,0.000767375,0.000767375,0.000767375
158,561.416,1.42212,0.8808,1.19752,0.37022,0.33041,0.29087,0.10297,2.34657,1.65265,1.88571,0.000764281,0.000764281,0.000764281
159,564.889,1.43306,0.87996,1.19184,0.39128,0.34976,0.30312,0.10083,2.39632,1.66129,1.93812,0.000761188,0.000761188,0.000761188
160,568.411,1.4223,0.88614,1.18684,0.43126,0.35306,0.30305,0.10764,2.29969,1.60506,1.84365,0.000758094,0.000758094,0.000758094
161,571.937,1.41854,0.8808,1.17872,0.42814,0.35631,0.30752,0.10302,2.31719,1.61823,1.86987,0.000755,0.000755,0.000755
162,575.147,1.39773,0.84998,1.18269,0.39054,0.31847,0.31057,0.10658,2.31207,1.62854,1.88423,0.000751906,0.000751906,0.000751906
163,578.907,1.40834,0.87068,1.183,0.48156,0.32373,0.34674,0.13081,2.26998,1.56976,1.86142,0.000748813,0.000748813,0.000748813
164,582.535,1.39017,0.86298,1.1808,0.46225,0.37777,0.33684,0.13037,2.21695,1.50691,1.79508,0.000745719,0.000745719,0.000745719
165,586.054,1.36387,0.85925,1.18329,0.41296,0.30625,0.31622,0.11633,2.24872,1.54522,1.81906,0.000742625,0.000742625,0.000742625
166,589.608,1.38687,0.84576,1.18043,0.37304,0.3656,0.32885,0.12008,2.20981,1.52777,1.80157,0.000739531,0.000739531,0.000739531
167,593.096,1.38387,0.87111,1.17895,0.5269,0.32276,0.32681,0.121,2.21818,1.55053,1.83367,0.000736438,0.000736438,0.000736438
168,596.558,1.3967,0.86442,1.18167,0.58826,0.27464,0.28899,0.11166,2.32116,1.61907,1.88704,0.000733344,0.000733344,0.000733344
169,599.978,1.36043,0.83506,1.1665,0.4297,0.29859,0.27408,0.09949,2.34243,1.62814,1.87676,0.00073025,0.00073025,0.00073025
170,603.336,1.35408,0.82879,1.16685,0.51391,0.30861,0.30912,0.10906,2.25172,1.52871,1.82834,0.000727156,0.000727156,0.000727156
171,606.833,1.37921,0.84817,1.19267,0.42271,0.28248,0.26295,0.0946,2.33242,1.59793,1.8793,0.000724062,0.000724062,0.000724062
172,610.303,1.39821,0.85008,1.18131,0.48061,0.33035,0.30827,0.11582,2.3071,1.61652,1.87463,0.000720969,0.000720969,0.000720969
173,613.777,1.39495,0.8535,1.17954,0.49675,0.3117,0.31184,0.11571,2.28924,1.56851,1.83807,0.000717875,0.000717875,0.000717875
174,617.344,1.36321,0.84932,1.16627,0.43837,0.28921,0.31158,0.11828,2.20557,1.5149,1.7695,0.000714781,0.000714781,0.000714781
175,620.787,1.38604,0.87088,1.17145,0.43354,0.28414,0.31591,0.12097,2.20038,1.5506,1.76853,0.000711687,0.000711687,0.000711687
176,624.361,1.36423,0.84113,1.16322,0.36557,0.26566,0.27094,0.10182,2.24729,1.67398,1.82924,0.000708594,0.000708594,0.000708594
177,627.768,1.35235,0.82152,1.16495,0.40236,0.31488,0.28146,0.10717,2.30436,1.67812,1.87273,0.0007055,0.0007055,0.0007055
178,631.073,1.36106,0.83006,1.16105,0.34121,0.3525,0.28818,0.11064,2.28166,1.58198,1.87122,0.000702406,0.000702406,0.000702406
179,634.788,1.35054,0.83472,1.15926,0.3551,0.37409,0.30128,0.11258,2.3075,1.57884,1.8588,0.000699312,0.000699312,0.000699312
