epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
108,403.722,1.57968,1.05955,1.2968,0.50707,0.29887,0.27981,0.10942,2.15966,1.639,1.75275,0.000918969,0.000918969,0.000918969
109,407.326,1.61042,1.08464,1.32364,0.35432,0.25381,0.26558,0.0995,2.17067,1.64973,1.76346,0.000915875,0.000915875,0.000915875
110,410.972,1.57391,1.06733,1.3112,0.38155,0.30254,0.28462,0.10374,2.19214,1.68775,1.78399,0.000912781,0.000912781,0.000912781
111,414.605,1.58078,1.06344,1.30715,0.38949,0.34052,0.29791,0.11338,2.17507,1.62811,1.74464,0.000909688,0.000909688,0.000909688
112,418.361,1.57975,1.04802,1.30738,0.41438,0.29377,0.27739,0.11165,2.25251,1.67043,1.76239,0.000906594,0.000906594,0.000906594
113,421.949,1.56428,1.06733,1.29527,0.40667,0.28824,0.27604,0.11623,2.29518,1.75063,1.80332,0.0009035,0.0009035,0.0009035
114,425.806,1.55854,1.04725,1.29524,0.35467,0.34673,0.287,0.10851,2.23483,1.64175,1.79426,0.000900406,0.000900406,0.000900406
115,429.558,1.5719,1.05107,1.30223,0.42844,0.32502,0.31669,0.12584,2.239,1.69727,1.77342,0.000897313,0.000897313,0.000897313
116,433.265,1.56084,1.03051,1.30129,0.31268,0.41233,0.30965,0.12169,2.14183,1.66006,1.72583,0.000894219,0.000894219,0.000894219
117,436.906,1.56794,1.03572,1.30402,0.43334,0.40189,0.3212,0.11813,2.16553,1.56824,1.75551,0.000891125,0.000891125,0.000891125
118,440.717,1.56655,1.04794,1.28165,0.3633,0.32603,0.31153,0.12209,2.11125,1.52871,1.72513,0.000888031,0.000888031,0.000888031
119,444.277,1.5434,1.02508,1.27179,0.43314,0.36549,0.32517,0.12108,2.09881,1.53334,1.70969,0.000884938,0.000884938,0.000884938
120,447.869,1.52294,1.01431,1.26809,0.37644,0.37261,0.3164,0.12096,2.10372,1.50374,1.71787,0.000881844,0.000881844,0.000881844
121,451.573,1.54941,1.01044,1.25988,0.4029,0.36293,0.29355,0.11246,2.17152,1.60779,1.76784,0.00087875,0.00087875,0.00087875
122,455.37,1.52919,0.98402,1.25161,0.37909,0.32559,0.30861,0.12373,2.15489,1.56963,1.75074,0.000875656,0.000875656,0.000875656
123,459.095,1.5564,1.00572,1.26585,0.38875,0.35395,0.30601,0.12085,2.13639,1.54587,1.70382,0.000872563,0.000872563,0.000872563
124,462.704,1.52405,1.00673,1.28161,0.40304,0.27843,0.26737,0.10649,2.16437,1.66585,1.76534,0.000869469,0.000869469,0.000869469
125,466.478,1.52764,1.0038,1.26355,0.3748,0.32942,0.29519,0.11758,2.14574,1.57952,1.73573,0.000866375,0.000866375,0.000866375
126,470.109,1.51993,1.01552,1.2874,0.46081,0.31631,0.30963,0.12423,2.20347,1.59791,1.75896,0.000863281,0.000863281,0.000863281
127,473.606,1.58188,1.00566,1.27317,0.35906,0.31606,0.27699,0.11053,2.18713,1.72243,1.74169,0.000860188,0.000860188,0.000860188
128,477.478,1.50795,0.97323,1.24909,0.43365,0.31272,0.29761,0.11611,2.20232,1.59168,1.76657,0.000857094,0.000857094,0.000857094
129,481.035,1.52578,0.99976,1.26808,0.47625,0.2756,0.29885,0.11904,2.15212,1.61276,1.76098,0.000854,0.000854,0.000854
130,484.89,1.49609,0.95655,1.26046,0.48207,0.32312,0.31975,0.12634,2.18882,1.57393,1.77566,0.000850906,0.000850906,0.000850906
131,488.4,1.52721,0.97651,1.26409,0.39508,0.43243,0.34113,0.13632,2.22019,1.58693,1.77319,0.000847813,0.000847813,0.000847813
132,492.103,1.46954,0.94842,1.23422,0.39177,0.39668,0.32066,0.12461,2.22146,1.59598,1.77728,0.000844719,0.000844719,0.000844719
133,495.661,1.48432,0.94984,1.23937,0.38954,0.38233,0.33423,0.12747,2.17892,1.61315,1.76481,0.000841625,0.000841625,0.000841625
134,499.164,1.48743,0.94876,1.23982,0.47273,0.34235,0.33563,0.1311,2.09807,1.52098,1.71807,0.000838531,0.000838531,0.000838531
135,502.802,1.52209,0.95193,1.24882,0.46951,0.31099,0.31654,0.1252,2.12019,1.5137,1.72186,0.000835438,0.000835438,0.000835438
136,506.417,1.45383,0.93112,1.23434,0.52081,0.27368,0.29179,0.11051,2.21089,1.78545,1.8066,0.000832344,0.000832344,0.000832344
137,510.061,1.45755,0.93158,1.22088,0.49293,0.28021,0.28056,0.10992,2.21997,1.73672,1.81541,0.00082925,0.00082925,0.00082925
138,513.687,1.4692,0.92461,1.22665,0.33069,0.27235,0.27681,0.11034,2.23717,1.74665,1.80552,0.000826156,0.000826156,0.000826156
139,517.28,1.4917,0.93857,1.23463,0.57775,0.25996,0.27885,0.11242,2.27691,1.73388,1.82797,0.000823063,0.000823063,0.000823063
